words@gm1991m	@gm1991m	39.279	39.535	не
words@gm1991m	@gm1991m	39.535	39.791	из
words@gm1991m	@gm1991m	39.791	40.047	тех
words@gm1991m	@gm1991m	40.047	40.303	для
words@gm1991m	@gm1991m	40.303	40.559	кого
words@gm1991m	@gm1991m	40.559	40.815	победил
words@gm1991m	@gm1991m	40.815	41.071	пластмассовый
words@gm1991m	@gm1991m	41.071	41.327	мир
words@gm1991m	@gm1991m	41.327	41.583	/
words@gm1991m	@gm1991m	41.583	41.839	они
words@gm1991m	@gm1991m	41.839	42.095	кайфуют
words@gm1991m	@gm1991m	42.095	42.351	от
words@gm1991m	@gm1991m	42.351	42.607	литературы
words@gm1991m	@gm1991m	42.607	42.863	от
words@gm1991m	@gm1991m	42.863	43.119	искусства
words@gm1991m	@gm1991m	43.119	43.375	/
words@gm1991m	@gm1991m	43.375	43.631	им
words@gm1991m	@gm1991m	43.631	43.887	всё
words@gm1991m	@gm1991m	43.887	44.143	это
words@gm1991m	@gm1991m	44.143	44.399	нравится
words@gm1991m	@gm1991m	44.399	44.655	и
words@gm1991m	@gm1991m	44.655	44.911	аа
words@gm1991m	@gm1991m	44.911	45.167	/
words@gm1991m	@gm1991m	45.167	45.423	очень
words@gm1991m	@gm1991m	45.423	45.679	многие
words@gm1991m	@gm1991m	45.679	45.935	из
words@gm1991m	@gm1991m	45.935	46.191	них
words@gm1991m	@gm1991m	46.191	46.447	писали
words@gm1991m	@gm1991m	46.447	46.703	расспроси
words@gm1991m	@gm1991m	46.703	46.959	вот
words@gm1991m	@gm1991m	46.959	47.215	Николая
words@gm1991m	@gm1991m	47.215	47.471	/
words@gm1991m	@gm1991m	47.471	47.727	что
words@gm1991m	@gm1991m	47.727	47.983	он
words@gm1991m	@gm1991m	47.983	48.239	читает
words@gm1991m	@gm1991m	48.239	48.495	/
words@gm1991m	@gm1991m	48.495	48.751	эээ
words@gm1991m	@gm1991m	48.751	49.007	как
words@gm1991m	@gm1991m	49.007	49.263	он
words@gm1991m	@gm1991m	49.263	49.519	относится
words@gm1991m	@gm1991m	49.519	49.775	к
words@gm1991m	@gm1991m	49.775	50.031	тем
words@gm1991m	@gm1991m	50.031	50.287	или
words@gm1991m	@gm1991m	50.287	50.543	иным
words@gm1991m	@gm1991m	50.543	50.799	авторам
words@gm1991m	@gm1991m	50.799	51.055	/
words@gm1991m	@gm1991m	51.055	51.311	вот
words@gm1991m	@gm1991m	51.311	51.567	это
words@gm1991m	@gm1991m	51.567	51.823	мы
words@gm1991m	@gm1991m	51.823	52.079	сегодня
words@gm1991m	@gm1991m	52.079	52.335	и
words@gm1991m	@gm1991m	52.335	52.591	будем
words@gm1991m	@gm1991m	52.591	52.847	делать
words@gm1991m	@gm1991m	52.847	53.103	/
words@gm1991m	@gm1991m	53.103	53.4	/
words@gm1991m	@gm1991m	53.44	53.773	Но
words@gm1991m	@gm1991m	53.773	54.106	для
words@gm1991m	@gm1991m	54.106	54.439	начала
words@gm1991m	@gm1991m	54.439	54.772	первый
words@gm1991m	@gm1991m	54.772	55.105	вопрос
words@gm1991m	@gm1991m	55.105	55.438	что
words@gm1991m	@gm1991m	55.438	55.771	ты
words@gm1991m	@gm1991m	55.771	56.104	вообще
words@gm1991m	@gm1991m	56.104	56.437	сейчас
words@gm1991m	@gm1991m	56.437	56.77	интересного
words@gm1991m	@gm1991m	56.77	57.103	читаешь
words@gm1991m	@gm1991m	57.103	57.436	/
words@gm1991m	@gm1991m	57.436	57.769	прямо
words@gm1991m	@gm1991m	57.769	58.102	в
words@gm1991m	@gm1991m	58.102	58.435	этот
words@gm1991m	@gm1991m	58.435	58.78	момент
words@gm1991m	@gm1991m	66.317	67.007	Хэхэхэ
words@gm1991m	@gm1991m	69.587	69.751	Ну
words@gm1991m	@gm1991m	69.751	69.915	мы
words@gm1991m	@gm1991m	69.915	70.079	дадим
words@gm1991m	@gm1991m	70.079	70.243	здесь
words@gm1991m	@gm1991m	70.243	70.407	графикой
words@gm1991m	@gm1991m	70.407	70.571	название
words@gm1991m	@gm1991m	70.571	70.735	/
words@gm1991m	@gm1991m	70.735	70.899	про
words@gm1991m	@gm1991m	70.899	71.063	что
words@gm1991m	@gm1991m	71.063	71.227	там
words@gm1991m	@gm1991m	71.227	71.391	хоть
words@gm1991m	@gm1991m	71.391	71.555	/
words@gm1991m	@gm1991m	71.555	71.722	/
words@gm1991m	@gm1991m	116.743	116.983	Т
words@gm1991m	@gm1991m	116.983	117.223	Книжный
words@gm1991m	@gm1991m	117.223	117.463	чел
words@gm1991m	@gm1991m	117.463	117.703	за
words@gm1991m	@gm1991m	117.703	117.943	день
words@gm1991m	@gm1991m	117.943	118.183	двести
words@gm1991m	@gm1991m	118.183	118.423	песят
words@gm1991m	@gm1991m	118.423	118.663	страниц
words@gm1991m	@gm1991m	118.663	118.903	/
words@gm1991m	@gm1991m	118.903	119.143	/
words@gm1991m	@gm1991m	119.176	119.501	Когда
words@gm1991m	@gm1991m	119.501	119.826	ты
words@gm1991m	@gm1991m	119.826	120.151	читаешь
words@gm1991m	@gm1991m	120.151	120.476	обычно
words@gm1991m	@gm1991m	122.0	122.389	Вообще
words@gm1991m	@gm1991m	122.389	122.779	везде
words@gm1991m	@gm1991m	124.089	124.239	Ну
words@gm1991m	@gm1991m	124.239	124.389	то
words@gm1991m	@gm1991m	124.389	124.539	есть
words@gm1991m	@gm1991m	124.539	124.689	ээ
words@gm1991m	@gm1991m	124.689	124.839	/
words@gm1991m	@gm1991m	124.839	124.99	/
words@gm1991m	@gm1991m	126.149	126.562	Пхэхэ
words@gm1991m	@gm1991m	126.562	126.975	/
words@gm1991m	@gm1991m	126.975	127.389	как
words@gm1991m	@gm1991m	130.602	130.841	Блин
words@gm1991m	@gm1991m	130.841	131.08	/
words@gm1991m	@gm1991m	131.08	131.319	ты
words@gm1991m	@gm1991m	131.319	131.558	как
words@gm1991m	@gm1991m	131.558	131.797	этот
words@gm1991m	@gm1991m	131.797	132.036	/
words@gm1991m	@gm1991m	132.036	132.275	Юлий
words@gm1991m	@gm1991m	132.275	132.514	Цезарь
words@gm1991m	@gm1991m	132.514	132.753	/
words@gm1991m	@gm1991m	132.753	132.992	мультитаскинг
words@gm1991m	@gm1991m	132.992	133.231	/
words@gm1991m	@gm1991m	133.231	133.48	/
words@gm1991m	@gm1991m	133.576	133.827	А
words@gm1991m	@gm1991m	133.827	134.078	ты
words@gm1991m	@gm1991m	134.078	134.329	/
words@gm1991m	@gm1991m	134.329	134.58	бумажные
words@gm1991m	@gm1991m	134.58	134.831	/
words@gm1991m	@gm1991m	134.831	135.082	электронные
words@gm1991m	@gm1991m	135.082	135.333	/
words@gm1991m	@gm1991m	135.333	135.584	как
words@gm1991m	@gm1991m	135.584	135.835	вообще
words@gm1991m	@gm1991m	135.835	136.09	обычно
words@gm1991m	@gm1991m	174.3	174.897	А
words@gm1991m	@gm1991m	174.897	175.495	аудиокниги
words@gm1991m	@gm1991m	176.5	177.1	Почему
words@gm1991m	@gm1991m	239.6	239.915	Ну
words@gm1991m	@gm1991m	239.915	240.23	я
words@gm1991m	@gm1991m	240.23	240.545	соглашусь
words@gm1991m	@gm1991m	240.545	240.86	про
words@gm1991m	@gm1991m	240.86	241.175	художку
words@gm1991m	@gm1991m	241.175	241.49	/
words@gm1991m	@gm1991m	241.49	241.805	я
words@gm1991m	@gm1991m	241.805	242.12	тоже
words@gm1991m	@gm1991m	242.12	242.435	её
words@gm1991m	@gm1991m	242.435	242.75	предпочитаю
words@gm1991m	@gm1991m	242.75	243.065	читать
words@gm1991m	@gm1991m	243.065	243.38	но
words@gm1991m	@gm1991m	243.38	243.695	вот
words@gm1991m	@gm1991m	243.695	244.01	нехудожественные
words@gm1991m	@gm1991m	244.01	244.325	книги
words@gm1991m	@gm1991m	244.325	244.64	и
words@gm1991m	@gm1991m	244.64	244.955	нонфикшен
words@gm1991m	@gm1991m	244.955	245.27	там
words@gm1991m	@gm1991m	245.27	245.585	где
words@gm1991m	@gm1991m	245.585	245.9	/
words@gm1991m	@gm1991m	245.9	246.215	авторский
